TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-BR-6564-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-7703-11A-01R-2055-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-BR-7717-11A-01R-2055-13	TCGA-BR-7851-11A-01R-2203-13	TCGA-BR-8060-11A-01R-2343-13	TCGA-CG-5720-11A-01R-1602-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-CG-5728-11A-01R-1602-13	TCGA-CG-5730-11A-01R-1602-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-CG-5734-11A-01R-1602-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-FP-7829-11A-01R-2055-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-HU-A4GC-11A-11R-A251-31	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-IN-7806-11A-01R-2055-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-IN-8663-11A-01R-2402-13	TCGA-IP-7968-11A-01R-2203-13
ABCE1|6059	8.5615	5.3861	5.7565	8.2451	5.8058	8.7594	8.5123	9.8636	6.9278	10.0737	9.2766	10.4624	7.5278	7.858	6.1291	6.7128	5.4937	4.4994	4.4625	5.0852	5.8277	6.6741	6.3277	3.8451	10.1834	9.9928	6.7106	9.8995	9.9421	8.303	15.2474	12.0204	11.0647
ABCF1|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCF2|10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCF3|55324	12.1964	11.9027	13.8171	14.1887	16.0577	6.8414	11.6337	16.3283	12.5556	14.0809	15.5869	11.6592	13.3101	10.5922	16.1962	12.0443	14.6499	13.2272	11.5434	10.8735	12.9804	9.0143	8.0287	14.0254	6.5353	5.6369	6.1066	6.8672	5.5745	13.4015	13.813	10.1117	9.9715
ABCG1|9619	4.1984	7.7705	7.3212	9.0302	4.964	5.1151	3.6397	8.1048	6.3837	5.6557	11.7941	4.6075	8.1522	6.5335	5.5446	7.1214	8.7313	5.2425	4.3394	5.7887	8.8815	2.7679	4.0227	16.6769	3.2866	2.4197	5.8434	1.6829	2.5085	2.1806	0.7622	1.0273	2.6886
ABCG2|9429	12.5333	0.6127	17.5265	0.9318	26.1296	2.6573	0.5735	0.6444	3.683	0.6853	0.7411	0.6079	51.7533	1.0361	9.3369	0.1854	0.5705	0.3187	23.0819	0.3898	32.1062	1.0097	0.9908	75.4424	0.7846	0.719	7.1415	0.9516	0.5508	0.6951	0.501	0.446	0.5496
ABCG4|64137	0.04	0.1497	0.0524	0.0513	0.1072	0	0.0554	0.0695	0.1968	0.053	0.0418	0.0513	0.0314	0.1292	0.0775	0	0.1288	0.0757	0.0552	0.0908	0.0686	0.1855	0.2716	0.0536	0.2092	0.3179	0.2247	0.4358	0.3102	1.5402	0.3712	1.1908	0.5084
ABCG5|64240	4.416	0.0364	8.152	0.0886	13.7243	0.3907	0.0233	0.0349	0.9026	0.0967	0.1281	0.0236	13.0964	0.0533	7.9716	0.0666	0	0.0133	4.6285	0.0638	6.4859	0.0186	0.0083	36.4995	0.0114	0.0374	0.7335	0.0317	0.1406	0.0122	0.0063	0.0043	0.0707
ABCG8|64241	7.6835	0.1199	24.3501	0.2763	32.6139	0.7754	0.0983	0.0467	2.4174	0.1862	0.3044	0.0431	21.2362	0.019	17.7008	0	0	0	8.064	0.0451	8.7507	0.0066	0.0084	51.5334	0.0255	0	1.6513	0.0116	0.1516	0	0.0045	0.0052	0
ABHD10|55347	7.6731	6.1374	6.0565	10.8986	6.6838	15.1025	8.3309	9.5451	6.2065	12.2136	9.4099	10.0658	7.2264	7.8057	6.0399	7.6953	6.4454	5.6651	5.7335	5.6069	3.9761	5.9161	9.091	5.358	8.8289	10.6607	7.9722	9.1158	8.5198	3.3493	4.3797	5.2777	6.145
ABHD11|83451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12B|145447	0.0198	0.0013	0	0.019	0.0187	0.0571	0.0567	0.0033	0.1296	0.0821	0.059	0.0301	0.0723	0.0799	0.01	0	0.0896	0	0	0.0333	0.0155	0.1755	0.105	0.005	0.1869	0.1592	0.237	0.0635	0.1392	0.2092	0.1308	0.3466	0.2419
ABHD12|26090	29.44	26.5002	30.5778	23.9452	32.5829	22.3045	22.2058	29.0848	23.2543	31.0341	29.0049	18.6425	46.5973	21.049	30.3206	30.3701	27.2204	27.0447	39.6896	21.5962	45.8263	14.5497	13.7264	85.0616	9.3569	12.0952	18.9975	10.6398	9.6461	38.3314	23.4666	32.1923	20.9154
ABHD13|84945	4.1699	2.9179	3.0926	4.0585	3.4308	5.8072	2.7098	3.1966	3.3886	4.7147	4.0581	4.1915	4.7207	3.5046	2.5712	2.5317	2.7642	2.2299	3.8561	2.0759	3.3954	2.9083	3.3941	4.2798	4.2003	5.097	3.7537	4.6256	3.9658	1.9633	4.0012	3.2466	3.4234
ABHD14A|25864	12.5659	8.9498	7.8609	9.7957	8.807	25.4543	13.9604	11.9036	17.8405	18.6942	14.785	16.9059	5.1814	9.9731	8.008	10.7421	12.5302	10.0215	9.3455	16.8156	9.9047	13.3706	10.8504	5.0309	9.4581	10.2286	11.4114	11.2067	8.7632	2.3534	2.9756	2.1222	9.0213
ABHD14B|84836	49.0414	27.283	51.5544	33.8499	35.7289	28.5844	28.8458	28.721	34.514	32.4236	36.1961	31.7995	44.5168	22.942	42.6692	29.2728	35.0905	25.8082	49.2307	29.0369	53.1795	25.2338	18.8724	54.431	17.8088	21.7295	24.0596	19.7356	19.8147	22.0572	25.526	15.5209	24.6571
ABHD15|116236	5.0314	5.0345	9.1697	7.0963	7.362	3.5228	4.219	5.5701	5.4712	7.0984	6.2072	4.7579	12.861	4.9422	6.4837	4.7374	7.1718	4.9653	6.7535	4.4361	4.7677	2.0344	2.9147	12.1247	2.2451	2.4653	2.4801	2.7692	1.8941	3.1163	2.7661	2.2456	2.5743
ABHD1|84696	0.4614	0.3094	0.1983	0.2442	0.2368	0.8366	0.2521	0.2406	0.2479	0.3641	0.1963	0.2606	0.1778	0.195	0.4047	0.6666	0.3108	0.7028	0.3242	0.3215	0.4827	0.2547	0.1515	0.2836	0.1451	0.3016	0.2644	0.2346	0.202	0.1025	0.1215	0.0598	0.1295
ABHD2|11057	30.5513	48.7981	47.3906	60.1522	28.2968	15.0056	23.8649	38.3325	19.5725	13.9704	38.6614	11.2095	62.6856	29.6569	38.3755	33.0017	66.9092	28.5281	40.714	26.2434	30.0908	8.7101	11.4702	47.0493	10.8139	6.0349	18.971	8.6181	9.6253	8.8863	11.8733	10.8206	18.0303
ABHD3|171586	12.3798	11.1629	9.6594	10.9869	11.3744	13.7157	12.2082	11.3629	4.1391	9.567	13.4227	8.1675	25.5244	7.084	12.5408	8.6933	8.5073	9.2783	12.6443	7.9927	13.1197	0.9999	1.4484	30.771	1.2635	1.9074	7.7759	1.7992	1.2898	4.7878	4.2092	12.9317	5.5744
ABHD4|63874	17.1539	20.4913	21.5104	25.7891	20.8569	13.6976	25.981	19.223	24.9262	16.879	21.6458	14.1869	12.5605	17.1259	19.976	18.9072	22.1574	20.9796	19.8369	19.1493	22.5339	22.4854	24.4475	39.4511	12.9081	11.744	16.2924	12.1763	14.8164	28.1322	15.3422	18.4076	18.7921
ABHD5|51099	4.5206	4.4236	5.7445	4.833	3.873	5.498	4.6651	4.8455	3.7059	3.8533	4.6282	4.0937	5.6423	3.2425	4.4184	3.6165	3.3751	2.4808	8.2716	2.529	7.9869	3.3133	5.8115	8.3016	3.8953	4.5248	6.1643	3.9379	4.4401	13.5911	8.8098	16.0508	7.7403
ABHD6|57406	12.3277	10.1894	38.1456	9.7513	16.0647	13.9618	6.8374	7.6202	10.0888	7.2756	12.1582	5.4616	17.1374	5.8516	10.5398	9.1431	10.6576	6.3416	34.5119	6.7692	18.881	4.1956	4.756	44.0424	5.049	4.986	7.9729	5.6716	3.4122	5.523	5.3288	4.5141	2.5184
ABHD8|79575	4.5237	10.5207	6.2163	7.6855	6.4993	4.4078	8.8033	7.2723	13.4301	9.9053	9.3599	10.6251	3.1875	7.9211	5.9628	7.7631	13.572	7.929	3.6776	9.3175	4.3073	19.2792	17.3231	2.4245	14.3896	13.1016	11.5925	15.096	12.5543	5.5723	2.2818	2.8464	4.4659
ABI1|10006	18.05	15.3955	16.0027	16.6977	16.1162	21.5455	18.5693	18.0417	14.2867	18.0178	20.3972	19.2919	25.0342	14.0625	15.9786	14.7347	14.4079	12.7107	17.0795	11.8663	15.4417	8.0361	14.4995	22.0926	14.9225	14.6655	14.7472	14.5097	14.4869	32.6606	36.9088	45.5159	31.8015
ABI2|10152	3.3426	4.0376	2.4113	3.553	3.9197	1.9279	2.616	3.4682	9.8926	3.7889	4.6294	4.0984	2.695	7.3058	2.2453	1.8593	4.1572	2.2431	2.0912	2.3474	1.6373	11.0985	13.634	1.6847	18.7105	13.7744	11.6902	18.7597	18.3031	2.449	2.6975	2.851	3.5193
ABI3BP|25890	9.2609	11.3021	2.7232	1.1017	12.3299	3.814	0.6284	1.9285	53.4017	5.7886	6.8903	15.3997	6.8612	46.0192	2.0171	1.2733	6.3282	3.0139	2.2845	2.0589	1.7612	37.9077	30.7185	1.2442	77.7094	70.3644	45.8048	79.6302	96.466	1.4478	1.9675	1.2642	6.0647
ABI3|51225	7.9956	11.0104	9.4015	6.9923	12.9879	5.0142	9.6205	6.7592	5.017	25.9139	8.1944	20.4377	5.0845	3.7063	10.8713	13.4816	10.3079	16.6671	6.3845	10.6632	6.0087	2.4161	2.6492	4.1557	1.6679	2.6365	2.4865	3.4504	3.5194	1.8544	2.2867	0.9499	2.6283
ABL1|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL2|27	1.5959	1.1958	1.389	1.443	1.9253	0.3868	0.6957	1.4123	2.0824	1.1462	0.9274	0.9227	1.9216	2.0239	1.3417	0.9049	1.601	0.9477	0.9862	0.9461	1.2636	1.7912	1.6897	1.1445	3.1652	2.068	2.3693	3.2279	3.3151	0.6419	1.3546	0.7453	1.6775
ABLIM1|3983	18.2293	34.8931	20.6065	38.5777	15.7668	10.8022	17.6269	34.7699	17.8994	14.0472	31.384	12.2735	21.9687	18.8604	22.0769	27.1532	47.056	22.299	10.2596	22.8279	17.8058	9.4011	28.3574	19.6053	11.035	7.1993	12.129	11.6773	9.0479	104.8209	92.0053	108.6956	62.9094
ABLIM2|84448	0.7817	0.7412	0.6535	0.322	1.2108	0.3904	0.4063	0.4804	1.1277	0.333	0.8729	0.4387	1.9075	0.7747	0.7702	0.3301	0.9309	0.2662	1.187	0.3744	1.142	0.6838	1.3758	2.2127	0.5562	0.6142	0.8607	0.9513	0.657	4.3054	5.3985	4.0338	2.9362
ABLIM3|22885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABO|28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABP1|26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRA|137735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR|29	18.2218	20.9615	15.903	14.8228	22.511	4.69	9.6187	12.0268	23.9395	9.8805	10.8689	10.0065	26.1717	14.9035	18.5523	11.8552	20.4836	14.4771	18.8122	11.7876	14.7466	20.8517	29.5276	18.751	18.1598	16.0734	20.278	18.261	15.9547	29.5047	44.6482	23.6351	23.4754
ABT1|29777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABTB1|80325	9.1166	16.0829	8.5509	10.7469	10.1808	8.8468	10.3076	10.2578	17.8841	15.7447	11.0732	12.9904	8.0502	14.1969	11.3742	7.6212	13.1934	11.4073	7.5339	10.6855	10.1048	17.4974	16.0203	16.0023	13.3315	12.1218	14.7579	14.6158	11.001	5.0013	3.2395	1.9433	4.7363
ABTB2|25841	3.8347	3.4877	5.3655	1.1053	6.8851	0.217	1.962	1.7471	3.7805	1.3299	3.527	1.7604	14.8288	2.0838	9.6076	0.8279	2.9673	1.7139	12.3876	1.0948	11.0165	5.5551	4.9701	13.0455	3.0969	2.8618	3.5246	2.8005	4.3241	9.0086	2.2212	7.0001	3.1758
ACAA1|30	46.1556	28.2331	71.9081	28.5379	55.1978	23.8984	27.9293	30.2845	25.7138	28.7331	27.2733	27.0035	103.0128	20.0443	53.769	25.7845	26.7079	20.7681	105.3731	20.6166	91.9977	17.0083	15.9481	109.609	11.8246	12.0185	23.5174	11.9206	12.3161	32.9159	29.0336	29.1484	24.2412
ACAA2|10449	52.8226	24.5969	47.3614	8.9815	54.4493	41.3641	14.6439	17.4639	23.2565	22.0811	30.3818	18.3667	76.6741	16.6926	38.5191	15.376	19.6778	13.5937	91.8323	10.7602	51.5866	33.0475	31.2495	86.055	28.8527	30.034	36.3719	29.9118	28.0008	11.9607	11.9395	15.5915	12.4621
ACACA|31	3.524	3.2193	2.9491	3.3401	4.1653	1.1782	2.8597	3.6119	4.685	2.3499	3.65	2.2893	3.2091	3.7092	3.016	3.3823	5.7533	2.4707	2.5514	2.1821	2.2522	4.8094	7.6627	2.2584	5.9759	3.7255	3.5646	5.6302	5.3545	7.1991	7.6817	6.2363	5.7408
ACACB|32	4.5987	6.9576	4.2145	5.7965	7.6322	0.8275	2.1826	4.6071	14.4524	2.6882	5.7345	2.4294	6.2098	9.7747	3.8601	3.1061	6.3903	4.031	4.307	3.1195	5.6945	18.7379	15.6891	4.2615	28.0438	12.1141	14.8259	25.8765	17.3744	1.5842	1.3047	0.9323	1.3169
ACAD10|80724	5.4889	4.2315	6.162	5.3723	6.704	1.349	2.5749	6.1343	5.2503	4.2829	4.0341	3.0055	7.8922	4.4933	5.8702	3.6919	3.9059	3.5739	7.0397	3.3708	5.662	4.0994	4.2085	11.562	3.965	3.5029	3.7894	4.533	3.1752	2.947	3.643	2.2042	2.0608
ACAD11|84129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD8|27034	3.1955	2.7777	4.2543	4.4503	3.1385	4.5965	3.923	4.6506	2.8487	5.0564	4.2035	3.4453	4.1126	2.741	4.0933	2.8167	4.2081	2.8903	2.974	2.6857	2.5064	2.1695	2.8992	4.2533	3.0285	2.795	2.583	2.8736	1.8229	2.9817	2.6784	2.8981	2.2961
ACAD9|28976	6.7403	8.716	6.4825	8.1687	8.1182	4.6687	7.7891	9.172	11.3144	8.6582	9.4204	7.9688	7.0226	6.6179	7.8351	6.7379	9.2198	5.0088	6.2824	5.1541	6.0568	10.9522	8.3824	5.1804	8.794	8.8806	8.18	9.0856	9.0122	14.4548	12.1058	10.9009	10.1764
ACADL|33	0.1777	0.0949	0.1648	0.7604	0.1753	0.7896	0.6292	1.0634	0.7949	0.4435	0.389	0.7358	0.0482	1.9955	0.172	0.5738	0.1585	0.6235	0.1346	0.2919	0.2244	0.3046	0.5617	0.0563	0.0575	0.3325	0.2888	0.2477	0.3125	0.1756	0.2909	0.2288	0.4303
ACADM|34	21.2014	9.6327	18.6423	18.2426	19.4199	28.8048	12.4294	17.2529	14.359	17.6617	14.9945	21.0342	43.6557	15.381	14.7902	11.9757	12.053	7.1398	28.8727	12.6805	17.3677	14.0886	18.462	54.0681	17.0318	21.4961	20.3983	19.7558	17.2407	27.0468	20.3938	27.4476	17.2539
ACADSB|36	5.1485	2.7168	6.9546	5.7032	5.209	5.7245	3.7233	7.5522	5.9394	5.4904	4.4698	5.9697	17.5362	9.8838	6.9455	4.2883	3.3038	3.5008	8.3863	2.6286	7.8718	5.9392	6.6303	35.6719	10.6264	9.7521	9.1163	9.215	8.4951	4.8261	6.1394	4.2519	2.8204
ACADS|35	54.5616	22.7297	61.7252	22.9104	63.622	28.3902	22.828	30.0899	22.8175	18.9227	25.642	17.1189	95.3932	17.5189	65.2891	23.9641	24.8168	22.9925	112.3603	21.136	86.2433	11.7335	14.3723	142.151	10.6482	10.5867	16.5219	9.5286	8.9115	7.5939	7.3686	5.7497	7.7324
ACADVL|37	84.5231	66.2709	75.1781	62.4677	79.0579	32.9748	42.8893	77.8083	70.5365	63.4044	70.4318	43.9299	108.2103	39.7425	85.2537	55.6697	76.6935	48.0898	110.3749	43.8227	91.1872	55.7805	58.9767	115.6223	38.0513	33.1378	40.4641	44.587	36.4867	88.7749	70.9866	75.6439	52.7832
ACAN|176	0.0837	0.0599	0.1135	0.0259	0.41	0	0.0124	0.0223	0.125	0.0692	0.0387	0.0618	0.3041	0.1134	0.0101	0.0336	0.0119	0.0683	0.0274	0.036	0.1017	0.0245	0.0446	0.0176	0.0223	0.0119	0.0344	0.0724	0.0427	0.0103	0.0188	0.0224	0.5258
ACAP1|9744	4.8051	8.5087	5.4353	4.3103	6.4634	1.2969	5.9212	4.8009	3.7371	21.819	4.3625	13.2641	2.662	2.7361	5.5941	5.9988	4.5617	11.2098	2.0344	5.9701	2.0873	0.9903	0.58	1.7176	1.2813	1.1021	0.9403	1.4575	1.0202	0.8902	1.2205	0.6203	1.1519
ACAP2|23527	5.1326	4.3242	3.8429	5.4902	4.8606	4.9128	3.6523	5.7017	5.7276	5.7343	6.5732	5.9272	8.9745	6.1996	3.7053	4.2056	4.0326	3.7874	4.6079	2.8236	3.8611	3.8202	6.1874	7.8071	8.4861	6.3504	6.4434	8.6563	7.8226	11.013	13.0185	17.4854	8.7164
ACAP3|116983	4.0232	6.3647	3.1894	4.4785	4.9882	1.6215	4.4197	5.5622	7.6411	4.4268	4.9677	3.4667	5.3418	4.292	5.5551	3.2983	5.5572	4.5918	3.1479	3.319	4.7308	7.1802	10.8089	4.187	6.5247	6.3229	4.9335	7.714	6.7159	9.9198	10.0372	7.7009	7.2576
ACAT1|38	8.1733	8.3856	11.8263	12.9779	10.2426	17.4251	10.0416	14.5367	11.1677	13.8959	7.8505	11.8181	11.31	19.4678	9.8178	13.1842	7.2893	7.8621	11.0533	7.2262	10.2451	20.5404	16.9467	30.6975	19.5847	22.7211	20.2952	19.0656	19.1729	6.2693	7.4245	8.5066	7.2874
ACAT2|39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD3|64746	17.8955	19.2306	15.4589	29.0005	12.6743	15.7536	17.8867	25.4971	12.8428	18.0477	26.0334	14.8315	18.0229	16.7006	15.7766	19.6329	22.4962	15.3959	10.3782	14.2019	16.9656	8.5679	10.874	13.1948	13.1551	13.4162	13.489	14.1818	13.7146	17.3511	29.2814	24.4067	30.8088
ACBD4|79777	6.1212	3.3679	7.9948	3.0649	7.5423	3.394	3.3916	3.5605	7.3357	4.7126	3.92	4.9293	9.8898	3.4905	5.452	2.7316	4.7253	3.0973	11.5168	3.4303	8.328	7.5488	7.8861	17.0455	5.6701	5.2758	5.925	6.0297	4.5484	1.586	1.124	1.0347	1.8736
ACBD5|91452	12.0095	7.0305	11.5008	10.7145	13.1844	9.6073	6.4483	9.1454	7.0366	6.1705	10.2458	5.9976	27.2904	6.9012	6.9341	6.0814	5.9751	4.7457	13.7204	4.9149	8.1434	2.5863	3.8771	29.0164	4.6816	5.266	8.3936	5.4843	4.8886	4.9442	5.2702	6.5062	4.6861
ACBD6|84320	8.4449	7.719	7.3762	7.4373	7.9424	10.0488	8.2614	8.2915	12.164	10.6816	8.9545	11.9325	6.3059	7.9692	8.7111	9.0515	8.4657	7.4822	5.9154	7.5375	5.0991	14.3898	12.0221	4.4228	14.1665	14.6223	13.6769	15.2257	15.4009	8.0981	8.1574	9.0158	8.636
ACBD7|414149	0.3363	0.0762	0.167	0.3109	0.183	0.2176	0.2034	0.3866	0.1228	0.3221	0.2589	0.3207	0.2377	0.1389	0.2365	0.0394	0.0909	0.1529	0.2263	0.1297	0.1152	0.0285	0.0534	0.1812	0.0318	0.0845	0.0407	0.0366	0.0653	0.2571	0.3158	0.2387	0.2907
ACCN1|40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN2|41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN3|9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN4|55515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN5|51802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCSL|390110	0.0066	0.0035	0	0	0	0	0	0	0.0064	0	0.0079	0	0	0.0131	0	0	0	0	0	0	0.0126	0.0094	0.006	0	0	0	0	0	0	0	0	0	0
ACCS|84680	1.9692	1.0588	0.8408	1.3725	1.1584	0.6563	0.6688	1.5492	1.9379	2.0847	1.2997	1.1791	1.2012	1.7791	1.4519	0.5975	1.1307	1.0201	0.72	0.939	1.1356	1.8049	2.1812	2.0868	2.9294	2.0109	1.0605	2.7541	2.1162	0.5825	0.8632	1.6444	2.4103
ACD|65057	5.9258	6.5671	3.2729	4.0824	5.2178	3.0887	4.6612	4.381	9.1234	6.8	6.9785	7.5944	3.79	5.692	5.7668	4.9649	5.3472	6.052	4.1417	4.8642	4.7893	10.2371	8.0702	3.6879	6.4003	7.204	7.1987	6.7974	5.8973	3.9411	2.9774	2.3795	4.3878
ACE2|59272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER1|125981	0.0207	0.0795	0.0585	0.036	0.0338	0	0.0201	0	0.0926	0.078	0.0376	0.0736	0.0276	0	0.1124	0.0506	0	0	0.067	0.0185	0	0.0321	2.0962	0	0	0	0.0929	0.0227	0.0088	37.9183	11.2132	43.2864	8.6873
ACER2|340485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER3|55331	5.4458	2.9782	4.1592	3.4851	4.0056	3.0351	3.5963	3.198	2.5973	3.0535	4.4949	2.7367	13.7152	3.9287	4.3731	3.6373	2.9925	2.7006	5.8214	1.6399	5.2294	2.0984	2.9356	9.5988	2.7302	3.7928	3.6277	3.6969	3.7259	4.2778	6.8902	7.8017	7.1712
ACE|1636	48.0529	3.0974	105.5152	4.8572	148.3563	1.5324	2.7003	4.9149	25.219	2.6365	5.1489	2.1214	85.1885	4.409	32.9028	2.7552	8.858	3.0375	77.6309	4.1709	74.9145	1.9856	5.2334	293.3509	2.915	1.6166	14.2036	2.3067	2.8341	0.7286	0.7593	0.443	3.3572
ACHE|43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACIN1|22985	13.4686	16.3578	13.4459	16.0654	17.3804	6.2963	10.1208	17.1883	21.9205	16.9227	18.0288	13.797	17.5785	14.7995	15.7851	11.8842	16.9304	14.0057	12.8969	10.4418	11.2751	12.8832	14.4683	12.0266	20.0428	15.8589	15.8729	18.2563	13.1993	15.848	12.9561	11.9253	10.4372
ACLY|47	23.2707	20.6071	34.1935	24.1926	35.1251	10.5911	21.747	26.4878	26.4369	18.8713	27.2221	18.4768	36.4586	20.0179	26.1241	18.204	30.2422	17.7539	29.8061	13.2301	27.734	14.8431	17.7691	42.4589	15.1563	15.3423	15.7041	17.2175	16.4607	13.1358	14.6429	9.8769	25.3546
ACMSD|130013	0.7188	0.1275	0.2181	0.1432	0.0856	0.4579	0.1655	0.0444	0.1409	0.1289	0.1066	0.148	3.3251	0.0569	0.5373	0.2394	0.1165	0.0521	8.6229	0.0783	3.7741	0.1732	0.1557	12.9826	0.0794	0.2598	0.4712	0.1751	0.2146	0.0317	0.0666	0.013	0.0474
ACN9|57001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO1|48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO2|50	114.0085	82.6829	125.7838	90.5868	164.5747	37.1351	65.6776	104.2258	79.7607	71.3172	76.1446	53.1503	215.0463	82.4429	146.1026	99.616	85.1187	81.9271	189.3764	69.313	191.9779	97.3789	97.0068	277.1119	83.5711	80.7895	77.5262	89.6826	82.9611	51.9395	48.2568	35.089	50.121
ACOT11|26027	13.2831	10.4639	17.1345	8.2858	20.2304	2.7643	8.2499	8.9823	4.8931	3.9777	8.3422	3.4706	30.5493	4.2283	21.6016	7.4074	10.8745	6.0787	22.7381	5.4274	23.0704	2.1798	2.5825	36.6664	3.4041	1.8275	6.1407	2.4113	1.9791	9.1438	6.4254	5.2377	5.2869
ACOT12|134526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13|55856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT1|641371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT2|10965	6.6615	6.6109	7.1599	5.4676	6.7114	5.9687	4.4669	6.1595	6.5427	5.1435	7.7324	5.4665	10.4437	3.7758	8.4571	4.0307	8.657	3.2437	6.2847	5.0523	8.8563	22.6273	7.887	8.3519	10.1053	8.6524	5.4256	14.0924	10.1724	3.4823	2.7934	2.1424	3.6047
ACOT4|122970	3.8238	3.1455	3.0397	2.0872	2.8667	5.9803	4.4886	2.7114	1.4357	3.0422	2.6012	1.5755	3.9085	0.5258	4.0551	1.4321	2.0835	0.8841	4.8873	2.1067	4.9844	0.3094	0.7521	4.9766	0.4031	0.5918	1.6592	0.5417	0.3454	3.9046	2.48	3.8466	1.1285
ACOT6|641372	0.1046	0.0235	0	0	0.0366	0	0.109	0.0311	0.0355	0.0376	0.0381	0.0932	0.1291	0.0992	0.0305	0.0907	0.0422	0.0425	0.0363	0	0.1127	0.1043	0.1137	0.0031	0.3565	0.1896	0.1458	0.1748	0.1743	0	0.0835	0	0.0228
ACOT7|11332	27.6938	16.2604	23.2054	6.0784	34.5698	7.3847	13.5511	10.3618	15.2818	11.8762	13.0061	14.4876	45.3612	7.8872	23.926	11.1782	9.0432	9.5032	41.2296	6.4694	49.5977	23.8257	11.5825	34.8617	13.2463	15.7116	12.0856	15.4595	14.6586	10.8943	12.7424	9.379	15.3822
